Title,Categories,Ambiguous
"Milei defends Bolivia, Brazil views in ‘dinosaur’ rant",[],False
President Milei proves boon and curse for Argentine bank stocks,['Politics'],False
Télam state news agency now 'advertising and state propaganda agency',[],False
Bolivia recalls ambassador to Argentina after Milei denies failed coup,[],False
Argentina officials move to shore up bank support for debt plan,[],False
Justice Ministry says 85% of workers at ex-Women's Ministry 'dismissed',[],False
Milei picks pro-Bolsonaro rally over Lula for first Brazil trip,[],False
"Argentina reverses Bolivia stance, saying coup attempt was faked",[],False
Milei shuns Mercosur summit and awkward meet with Lula,[],False
Milei says he would slow crawling peg if inflation cools further,[],False
Abuelas de Plaza de Mayo warns of move to shutter investigative unit,[],False
Government begins push to lower age of criminal responsibility,['Politics'],False
"No Messi, no problem as Argentina down Peru",[],False
Argentina is about to unleash a wave of lithium in a global glut,[],False
Milei shifts policy in second phase of Argentina plan,[],False
Aunt of missing five-year-old child Loan testifies he was ‘run over’,[],False
Economy extended downturn in April amid Milei’s cuts,['Economics/Money Related'],False
From attempted murder to an attempted coup,[],False
Liberland: the micronation building bridges with Javier Milei,[],False
Work in regress?,[],True
Milei slashes budget for legal centres in favour of prison spending,[],False
When Loan is a national debt,[],False
"Milei, Messi, and how to be the best in the world",[],False
"Monetary shift, Sturzenegger in – Milei talks up new stage",[],False
"Dog owners consider spending US$50,000 on cloning, inspired by Milei",['Economics/Money Related'],False
President Milei hails ‘historic’ approval of his economic reform package,['Politics'],False
Milei refuses to apologise to Lula and his ‘inflamed ego’,[],False
Milei says legislative win paves way for monetary policy pivot,[],False
Milei celebrates as Congress signs off on ‘Ley de Bases’ reform package,[],False
Milei wins approval for bold economic reforms in Argentina,[],False
"Mercosur: Lula criticizes “old-fashioned, isolationist nationalism”",[],False
Rio's favelas host social debate forum focused on G20,[],False
"President Lula attends Mercosur Summit in Asunción, Paraguay",['Politics'],False
Lula: Progressive alliance in France serves as inspiration,[],False
Rio museum showcases career of woodcutting artist J.Borges,[],False
Brazil to have definitive repository for nuclear waste by 2029,[],False
Severe drought warning issued for Amazon also this year,[],False
Imports of electric vehicles reduce Brazil’s balance of trade,[],False
Brazil to have advanced pathogen research laboratory,[],False
Bolivia’s entry as full member should set the tone at Mercosur summit,[],False
Brazil pays BRL 847 mi to international bodies in first half of year,[],False
Harvest Plan for large rural producers totals BRL 400 bi in 2024,[],False
Family Farming to receive BRL 76 bi for food production,[],False
Brazil’s industrial production drops 0.9% in May,[],False
"Entire nation goes dark, sparks total chaos",[],False
Nation burns as President stokes chaos,['Politics'],False
Major twist after tribe ‘addicted to porn’,[],False
"Remote tribe gets internet, hooked on porn",[],False
‘Mentally ill’: Nation’s controversial trans call,[],False
"100 dead, many missing in flood disaster",[],False
Mum of slain brothers’ devastating statement,[],False
"Lawyer, 60, hoping to be oldest Miss Universe",[],False
Woman wheels corpse into bank for loan,[],False
‘State of terror’: Nation rocked by massacres,[],False
‘I’m done’: mum’s texts to ex before murder,[],False
Chilling beach photos as nation reels,[],False
Influencer found dead outside parents’ home,[],False
President’s glamorous life as nation implodes,['Politics'],False
"Soldiers deployed, nation on the brink",[],False
Horror as gunmen storm live TV broadcast,[],False
Star sex worker dies aged 24,[],False
Renowned Aussie political activist Pilger dies,[],False
Mum accidentally films deadly attack,[],False
"US comedian kidnapped, killed in Colombia",['Violence'],False
Inside Peru bus survivors’ return ‘ordeal’,[],False
Children abused in jungle ‘rape tents’,[],False
Couple stranded after horror crash in jungle,[],False
Wild new president ‘baffling the world’,['Politics'],False
Nation goes berserk after election result,['Politics'],False
Swift cancels show last-minute after tragedy,[],False
Shipwreck has $30b worth of treasure,['Economics/Money Related'],False
Creepy truth behind image of teen,[],False
500yo treasure unearthed in earthquake,[],False
Astonishing find as 8 mummies uncovered,[],False
Peru’s Congress approves statute of limitations for crimes against humanity committed before 2002,[],False
Migrants pause in the Amazon because getting to the US is harder. Most have no idea what lies ahead,[],False
7.2 magnitude earthquake shakes southern Peru,[],False
"Canada beats Peru 1-0 at Copa America on David goal, first win over South American team in 24 years",[],False
Claudio Bravo makes 4 saves as Chile plays Peru to a scoreless draw in Copa America,[],False
Migrants pause in the Amazon because getting to the US is harder. Most have no idea what lies ahead,[],False
Peruvian politician Keiko Fujimori stands in probe accused of money laundering,[],False
Latin America celebrates Pride and a history of fighting for rights,[],False
"It’s the longest bridge ever built in Peru, and so far, it goes nowhere",[],False
Former Peruvian soldiers get prison in rapes of teenagers during country’s armed conflict,[],False
Poor neighborhood in Peru’s Amazon region hosts film festival celebrating tropical forests,[],False
Hundreds in Peru mark Clown Day in hopes of getting the holiday official recognition,[],False
AP Week in Pictures: Latin America and Caribbean,[],False
Baseball becomes a shelter for Venezuelan children in soccer-mad Peru,['Sports'],False
Protesters rally in Peru against decree classifying seven gender identities as “mental illness”,[],False
Peruvian lawmakers begin yet another effort to remove President Dina Boluarte from office,['Politics'],False
Police arrest brother and lawyer of Peru’s president over alleged influence peddling,['Politics'],False
Mexico tightens travel rules on Peruvians in a show of visa diplomacy to slow migration to US,[],False
"Tim Howard, last in line of top American goalkeepers, enters U.S. National Soccer Hall of Fame",['Sports'],False
Renowned Peruvian investigative reporter battles criminalized smear campaign — and cancer,[],False
Judge orders preventative detention for Iranian and 2 Peruvians in thwarted plot to kill Israelis,['Violence'],False
"Mexican president wanted to lead Latin America, but reality and his own rhetoric got in the way",['Politics'],False
Peru’s president interrogated by prosecutors for hours amid expanding ‘Rolexgate’ probe,['Politics'],False
Prosecutors widen illicit enrichment probe against Peru’s president to include jewelry worth $500K,"['Politics', 'Economics/Money Related']",False
Pressure mounts against Peru’s president as lawmakers submit request to remove her from office,['Politics'],False
Government agents raid Peruvian President Boluarte’s residence in luxury watch investigation,['Politics'],False
Peru arrests an Iranian man accused of planning an attack on an Israeli citizen,[],False
Canada to play Netherlands in June 6 exhibition at Rotterdam,[],False
"Dengue cases in Peru are surging, fueled by mosquitoes and high temperatures brought by El Niño",[],False
Peru has declared a health emergency in most of its provinces as dengue cases soar,[],False
Former Peruvian intelligence chief gets 19 years in prison for 1992 massacre of farmers,[],False
Peru gives in to protesters in Machu Picchu and rescinds ticket sales contract with private firm,[],False
Ex-Peruvian intelligence chief pleads guilty to charges in 1992 massacre of six farmers,[],False
"Meet Efruz, the Jack Russell terrier that loves to surf the waves of Peru",[],False
They’re not aliens. That’s the verdict from Peru officials who seized 2 doll-like figures,[],False
AP Week in Pictures: Latin America and Caribbean,[],False
Former Peruvian President Alberto Fujimori is freed from prison on humanitarian grounds,['Politics'],False
Peruvian constitutional court orders release of former President Alberto Fujimori,['Politics'],False
‘Freedom!’ chants at Venezuelan opposition rallies ahead of election show depth of needs and fear,['Politics'],False
"Canada beats Venezuela in extra round of penalty kicks, reaches semifinals in 1st Copa America",[],False
What to know about Venezuela’s election as Maduro faces the toughest race of his decade in power,['Politics'],False
"After a stop in Cuba, 2 Russian ships dock in Venezuelan port as part of ‘show the flag’ exercises",[],False
Venezuela’s opposition coalition welcomes President Maduro’s plan to jumpstart dialogue with the US,['Politics'],False
Venezuela’s parties officially launch campaigns for presidential election,['Politics'],False
Venezuela’s victories at Copa America bring joy and relief to Venezuelans,[],False
At least three dead as storms batter Venezuela,[],False
"Ahead of election, Venezuela’s Maduro says he has agreed to resume negotiations with United States",['Politics'],False
"Colombia captures one of the founders of the Tren de Aragua gang, wanted in Venezuela and Chile",[],False
Eduard Bello leads 2nd-half charge in Venezuela’s 3-0 victory over Jamaica in Copa America,[],False
Venezuelans rehearse voting weeks before the pivotal presidential election,['Politics'],False
"In an Argentine court, Venezuelans testify to alleged crimes against humanity under President Maduro",['Politics'],False
Funeral held in Houston for 12-year-old girl whose body was found in a creek,[],False
Venezuela advances to Copa America quarterfinals with a 1-0 win over Mexico on Rondón goal,[],False
"Without main opposition contender, Venezuela candidates vow to respect presidential election results",['Politics'],False
Venezuela’s ruling party tests its organizing efforts ahead of next month’s presidential election,['Politics'],False
Oil executives imprisoned five years in Venezuela sue former employer Citgo for $400 million,['Economics/Money Related'],False
"As Maduro shifts from migration denier to defender, Venezuelans consider leaving if he is reelected",[],False
Venezuela revokes invitation for European Union mission to observe presidential election in July,['Politics'],False
Baseball becomes a shelter for Venezuelan children in soccer-mad Peru,['Sports'],False
